zone,area,sub_area,pole,config_code,config_name,longitude,latitude
Uptown,Hillcrest,3700 FIFTH AVE,5-3748,12494,PBP Pilot Copy of Config 9000,-117.160522,32.746711
Uptown,Hillcrest,3800 FIFTH AVE,5-3801,12494,PBP Pilot Copy of Config 9000,-117.160344,32.747052
Uptown,Hillcrest,3800 FIFTH AVE,5-3802,12494,PBP Pilot Copy of Config 9000,-117.160527,32.747123
Uptown,Hillcrest,3800 FIFTH AVE,5-3803,12494,PBP Pilot Copy of Config 9000,-117.160345,32.747148
Uptown,Hillcrest,3800 FIFTH AVE,5-3804,12494,PBP Pilot Copy of Config 9000,-117.160527,32.747195
Uptown,Hillcrest,3800 FIFTH AVE,5-3805,12494,PBP Pilot Copy of Config 9000,-117.160345,32.747221
Uptown,Hillcrest,3800 FIFTH AVE,5-3806,12494,PBP Pilot Copy of Config 9000,-117.160528,32.747292
Uptown,Hillcrest,3800 FIFTH AVE,5-3807,12494,PBP Pilot Copy of Config 9000,-117.160346,32.747317
Uptown,Hillcrest,3800 FIFTH AVE,5-3809,12494,PBP Pilot Copy of Config 9000,-117.160347,32.747366
Uptown,Hillcrest,3800 FIFTH AVE,5-3810,12494,PBP Pilot Copy of Config 9000,-117.160529,32.747412
Uptown,Hillcrest,3800 FIFTH AVE,5-3811,12494,PBP Pilot Copy of Config 9000,-117.160348,32.747438
Uptown,Hillcrest,3800 FIFTH AVE,5-3812,12494,PBP Pilot Copy of Config 9000,-117.160530,32.747509
Uptown,Hillcrest,3800 FIFTH AVE,5-3814,12494,PBP Pilot Copy of Config 9000,-117.160531,32.747581
Uptown,Hillcrest,3800 FIFTH AVE,5-3816,12494,PBP Pilot Copy of Config 9000,-117.160532,32.747678
Uptown,Hillcrest,3800 FIFTH AVE,5-3817,12494,PBP Pilot Copy of Config 9000,-117.160350,32.747703
Uptown,Hillcrest,3800 FIFTH AVE,5-3818,12494,PBP Pilot Copy of Config 9000,-117.160533,32.747750
Uptown,Hillcrest,3800 FIFTH AVE,5-3819,12494,PBP Pilot Copy of Config 9000,-117.160351,32.747800
Uptown,Hillcrest,3800 FIFTH AVE,5-3820,12494,PBP Pilot Copy of Config 9000,-117.160534,32.747847
Uptown,Hillcrest,3800 FIFTH AVE,5-3821,12494,PBP Pilot Copy of Config 9000,-117.160352,32.747872
Uptown,Hillcrest,3800 FIFTH AVE,5-3822,12494,PBP Pilot Copy of Config 9000,-117.160535,32.747943
Uptown,Hillcrest,3800 FIFTH AVE,5-3823,12494,PBP Pilot Copy of Config 9000,-117.160353,32.747969
Uptown,Hillcrest,3800 FIFTH AVE,5-3824,12494,PBP Pilot Copy of Config 9000,-117.160536,32.748016
Uptown,Hillcrest,3800 FIFTH AVE,5-3826,12494,PBP Pilot Copy of Config 9000,-117.160536,32.748064
Uptown,Hillcrest,3800 FIFTH AVE,5-3828,12494,PBP Pilot Copy of Config 9000,-117.160537,32.748112
Uptown,Hillcrest,3800 FIFTH AVE,5-3830,12494,PBP Pilot Copy of Config 9000,-117.160537,32.748136
Uptown,Hillcrest,3800 FIFTH AVE,5-3832,12528,PBP Pilot Copy of Config 9116,-117.160537,32.748185
Uptown,Hillcrest,3900 FIFTH AVE,5-3902,12494,PBP Pilot Copy of Config 9000,-117.160540,32.748479
Uptown,Hillcrest,3900 FIFTH AVE,5-3904,12494,PBP Pilot Copy of Config 9000,-117.160541,32.748567
Uptown,Hillcrest,3900 FIFTH AVE,5-3906,12494,PBP Pilot Copy of Config 9000,-117.160541,32.748626
Uptown,Hillcrest,3900 FIFTH AVE,5-3909,12494,PBP Pilot Copy of Config 9000,-117.160360,32.748656
Uptown,Hillcrest,3900 FIFTH AVE,5-3911,12494,PBP Pilot Copy of Config 9000,-117.160360,32.748715
Uptown,Hillcrest,3900 FIFTH AVE,5-3912,12494,PBP Pilot Copy of Config 9000,-117.160543,32.748772
Uptown,Hillcrest,3900 FIFTH AVE,5-3913,12494,PBP Pilot Copy of Config 9000,-117.160361,32.748803
Uptown,Hillcrest,3900 FIFTH AVE,5-3914,12494,PBP Pilot Copy of Config 9000,-117.160543,32.748860
Uptown,Hillcrest,3900 FIFTH AVE,5-3915,12494,PBP Pilot Copy of Config 9000,-117.160362,32.748891
Uptown,Hillcrest,3900 FIFTH AVE,5-3916,12494,PBP Pilot Copy of Config 9000,-117.160544,32.748948
Uptown,Hillcrest,3900 FIFTH AVE,5-3917,12494,PBP Pilot Copy of Config 9000,-117.160362,32.749008
Uptown,Hillcrest,3900 FIFTH AVE,5-3918,12494,PBP Pilot Copy of Config 9000,-117.160363,32.748916
Uptown,Hillcrest,3900 FIFTH AVE,5-3920,12494,PBP Pilot Copy of Config 9000,-117.160545,32.749066
Uptown,Hillcrest,3900 FIFTH AVE,5-3922,12494,PBP Pilot Copy of Config 9000,-117.160545,32.749095
Uptown,Hillcrest,3900 FIFTH AVE,5-3923,12494,PBP Pilot Copy of Config 9000,-117.160364,32.749155
Uptown,Hillcrest,3900 FIFTH AVE,5-3925,12494,PBP Pilot Copy of Config 9000,-117.160364,32.749184
Uptown,Hillcrest,3900 FIFTH AVE,5-3926,12494,PBP Pilot Copy of Config 9000,-117.160547,32.749242
Uptown,Hillcrest,3900 FIFTH AVE,5-3927,12494,PBP Pilot Copy of Config 9000,-117.160365,32.749301
Uptown,Hillcrest,3900 FIFTH AVE,5-3928,12494,PBP Pilot Copy of Config 9000,-117.160548,32.749359
Uptown,Hillcrest,3900 FIFTH AVE,5-3929,12494,PBP Pilot Copy of Config 9000,-117.160366,32.749389
Uptown,Hillcrest,3900 FIFTH AVE,5-3930,12494,PBP Pilot Copy of Config 9000,-117.160548,32.749447
Uptown,Hillcrest,3900 FIFTH AVE,5-3931,12494,PBP Pilot Copy of Config 9000,-117.160366,32.749477
Uptown,Hillcrest,3900 FIFTH AVE,5-3932,12494,PBP Pilot Copy of Config 9000,-117.160549,32.749535
Uptown,Hillcrest,3900 FIFTH AVE,5-3933,12494,PBP Pilot Copy of Config 9000,-117.160367,32.749595
Uptown,Hillcrest,3900 FIFTH AVE,5-3934,12494,PBP Pilot Copy of Config 9000,-117.160550,32.749652
Uptown,Hillcrest,3900 FIFTH AVE,5-3935,12529,PBP Pilot Copy of Config 9115,-117.160368,32.749683
Uptown,Hillcrest,3900 FIFTH AVE,5-3936,12494,PBP Pilot Copy of Config 9000,-117.160551,32.749740
Uptown,Hillcrest,3900 FIFTH AVE,5-3938,12494,PBP Pilot Copy of Config 9000,-117.160551,32.749799
Uptown,Hillcrest,3900 FIFTH AVE,5-3940,12494,PBP Pilot Copy of Config 9000,-117.160551,32.749828
Uptown,Hillcrest,4000 FIFTH AVE,5-4013,12494,PBP Pilot Copy of Config 9000,-117.160877,32.750181
Uptown,Hillcrest,4000 FIFTH AVE,5-4015,12494,PBP Pilot Copy of Config 9000,-117.160963,32.750324
Uptown,Hillcrest,4000 FIFTH AVE,5-4047,12494,PBP Pilot Copy of Config 9000,-117.160922,32.751278
Uptown,Hillcrest,4000 FIFTH AVE,5-4049,12494,PBP Pilot Copy of Config 9000,-117.161138,32.751322
Uptown,Hillcrest,4000 FIFTH AVE,5-4051,12494,PBP Pilot Copy of Config 9000,-117.160390,32.753743
Uptown,Hillcrest,3700 SIXTH AVE,6-3701,12494,PBP Pilot Copy of Config 9000,-117.159461,32.745249
Uptown,Hillcrest,3700 SIXTH AVE,6-3711,12494,PBP Pilot Copy of Config 9000,-117.159452,32.745319
Uptown,Hillcrest,3700 SIXTH AVE,6-3713,12494,PBP Pilot Copy of Config 9000,-117.159443,32.745424
Uptown,Hillcrest,3700 SIXTH AVE,6-3716,12494,PBP Pilot Copy of Config 9000,-117.159622,32.745529
Uptown,Hillcrest,3700 SIXTH AVE,6-3717,12494,PBP Pilot Copy of Config 9000,-117.159440,32.745564
Uptown,Hillcrest,3700 SIXTH AVE,6-3718,12494,PBP Pilot Copy of Config 9000,-117.159623,32.745665
Uptown,Hillcrest,3700 SIXTH AVE,6-3719,12494,PBP Pilot Copy of Config 9000,-117.159441,32.745733
Uptown,Hillcrest,3700 SIXTH AVE,6-3720,12494,PBP Pilot Copy of Config 9000,-117.159624,32.745835
Uptown,Hillcrest,3700 SIXTH AVE,6-3721,12494,PBP Pilot Copy of Config 9000,-117.159442,32.745903
Uptown,Hillcrest,3700 SIXTH AVE,6-3725,12494,PBP Pilot Copy of Config 9000,-117.159442,32.745971
Uptown,Hillcrest,3700 SIXTH AVE,6-3730,12494,PBP Pilot Copy of Config 9000,-117.159625,32.746131
Uptown,Hillcrest,3700 SIXTH AVE,6-3731,12494,PBP Pilot Copy of Config 9000,-117.159443,32.746201
Uptown,Hillcrest,3700 SIXTH AVE,6-3732,12494,PBP Pilot Copy of Config 9000,-117.159625,32.746305
Uptown,Hillcrest,3700 SIXTH AVE,6-3733,12494,PBP Pilot Copy of Config 9000,-117.159443,32.746374
Uptown,Hillcrest,3700 SIXTH AVE,6-3734,12494,PBP Pilot Copy of Config 9000,-117.159626,32.746478
Uptown,Hillcrest,3700 SIXTH AVE,6-3736,12494,PBP Pilot Copy of Config 9000,-117.159626,32.746548
Uptown,Hillcrest,3700 SIXTH AVE,6-3739,12494,PBP Pilot Copy of Config 9000,-117.159444,32.746618
Uptown,Hillcrest,3700 SIXTH AVE,6-3742,12494,PBP Pilot Copy of Config 9000,-117.159626,32.746721
Uptown,Hillcrest,3700 SIXTH AVE,6-3744,12494,PBP Pilot Copy of Config 9000,-117.159627,32.746791
Uptown,Hillcrest,3700 SIXTH AVE,6-3746,12494,PBP Pilot Copy of Config 9000,-117.159627,32.746895
Uptown,Hillcrest,3800 SIXTH AVE,6-3803,12494,PBP Pilot Copy of Config 9000,-117.159446,32.747120
Uptown,Hillcrest,3800 SIXTH AVE,6-3805,12494,PBP Pilot Copy of Config 9000,-117.159447,32.747221
Uptown,Hillcrest,3800 SIXTH AVE,6-3807,12494,PBP Pilot Copy of Config 9000,-117.159447,32.747321
Uptown,Hillcrest,3800 SIXTH AVE,6-3809,12494,PBP Pilot Copy of Config 9000,-117.159448,32.747421
Uptown,Hillcrest,3800 SIXTH AVE,6-3811,12494,PBP Pilot Copy of Config 9000,-117.159448,32.747522
Uptown,Hillcrest,3800 SIXTH AVE,6-3816,12494,PBP Pilot Copy of Config 9000,-117.159631,32.747621
Uptown,Hillcrest,3800 SIXTH AVE,6-3817,12494,PBP Pilot Copy of Config 9000,-117.159449,32.747697
Uptown,Hillcrest,3800 SIXTH AVE,6-3818,12494,PBP Pilot Copy of Config 9000,-117.159632,32.747822
Uptown,Hillcrest,3800 SIXTH AVE,6-3819,12494,PBP Pilot Copy of Config 9000,-117.159450,32.747898
Uptown,Hillcrest,3800 SIXTH AVE,6-3820,12494,PBP Pilot Copy of Config 9000,-117.159633,32.747998
Uptown,Hillcrest,3800 SIXTH AVE,6-3821,12494,PBP Pilot Copy of Config 9000,-117.159451,32.748099
Uptown,Hillcrest,3800 SIXTH AVE,6-3823,12494,PBP Pilot Copy of Config 9000,-117.159452,32.748199
Uptown,Hillcrest,3800 SEVENTH AVE,7-3750,12494,PBP Pilot Copy of Config 9000,-117.158476,32.747124
Uptown,Hillcrest,3800 SEVENTH AVE,7-3751,12494,PBP Pilot Copy of Config 9000,-117.158295,32.747176
Uptown,Hillcrest,3800 SEVENTH AVE,7-3804,12494,PBP Pilot Copy of Config 9000,-117.158477,32.747279
Uptown,Hillcrest,3800 SEVENTH AVE,7-3806,12494,PBP Pilot Copy of Config 9000,-117.158477,32.747357
Uptown,Hillcrest,3800 SEVENTH AVE,7-3808,12494,PBP Pilot Copy of Config 9000,-117.158478,32.747434
Uptown,Hillcrest,3800 SEVENTH AVE,7-3810,12494,PBP Pilot Copy of Config 9000,-117.158478,32.747512
Uptown,Hillcrest,3800 SEVENTH AVE,7-3812,12494,PBP Pilot Copy of Config 9000,-117.158478,32.747589
Uptown,Hillcrest,3800 SEVENTH AVE,7-3814,12494,PBP Pilot Copy of Config 9000,-117.158478,32.747667
Uptown,Hillcrest,3800 SEVENTH AVE,7-3816,12494,PBP Pilot Copy of Config 9000,-117.158478,32.747719
Uptown,Hillcrest,3800 SEVENTH AVE,7-3818,12494,PBP Pilot Copy of Config 9000,-117.158479,32.747796
Uptown,Hillcrest,3800 SEVENTH AVE,7-3820,12494,PBP Pilot Copy of Config 9000,-117.158479,32.747874
Uptown,Hillcrest,3800 SEVENTH AVE,7-3822,12494,PBP Pilot Copy of Config 9000,-117.158479,32.747951
Uptown,Hillcrest,3800 SEVENTH AVE,7-3824,12494,PBP Pilot Copy of Config 9000,-117.158480,32.748029
Uptown,Hillcrest,3800 SEVENTH AVE,7-3826,12494,PBP Pilot Copy of Config 9000,-117.158480,32.748106
Uptown,Hillcrest,3800 SEVENTH AVE,7-3832,12494,PBP Pilot Copy of Config 9000,-117.158480,32.748184
Uptown,Hillcrest,3800 SEVENTH AVE,7-3834,12494,PBP Pilot Copy of Config 9000,-117.158480,32.748261
Uptown,Hillcrest,3900 CENTRE ST,CT-3888,12494,PBP Pilot Copy of Config 9000,-117.148064,32.749313
Uptown,Hillcrest,3900 CENTRE ST,CT-3890,12494,PBP Pilot Copy of Config 9000,-117.147847,32.749741
Uptown,Hillcrest,3900 CENTRE ST,CT-3892,12494,PBP Pilot Copy of Config 9000,-117.147612,32.750205
Uptown,Hillcrest,3900 FRONT ST,FR-3922,12494,PBP Pilot Copy of Config 9000,-117.165127,32.749650
Uptown,Hillcrest,3900 FRONT ST,FR-3924,12494,PBP Pilot Copy of Config 9000,-117.165130,32.749701
Uptown,Hillcrest,3800 HERBERT ST,HE-3816,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149383,32.747985
Uptown,Hillcrest,3800 HERBERT ST,HE-3818,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.149385,32.748187
Uptown,Hillcrest,3700 PARK BLVD,PB-3701,12494,PBP Pilot Copy of Config 9000,-117.147123,32.745445
Uptown,Hillcrest,3700 PARK BLVD,PB-3703,12494,PBP Pilot Copy of Config 9000,-117.147052,32.745536
Uptown,Hillcrest,3700 PARK BLVD,PB-3705,12494,PBP Pilot Copy of Config 9000,-117.146970,32.745627
Uptown,Hillcrest,3700 PARK BLVD,PB-3707,12494,PBP Pilot Copy of Config 9000,-117.146891,32.745720
Uptown,Hillcrest,3700 PARK BLVD,PB-3709,12494,PBP Pilot Copy of Config 9000,-117.146811,32.745813
Uptown,Hillcrest,3700 PARK BLVD,PB-3711,12494,PBP Pilot Copy of Config 9000,-117.146715,32.745927
Uptown,Hillcrest,3700 PARK BLVD,PB-3713,12494,PBP Pilot Copy of Config 9000,-117.146555,32.746113
Uptown,Hillcrest,3700 PARK BLVD,PB-3714,12494,PBP Pilot Copy of Config 9000,-117.146450,32.747108
Uptown,Hillcrest,3700 PARK BLVD,PB-3715,12494,PBP Pilot Copy of Config 9000,-117.146272,32.746506
Uptown,Hillcrest,3700 PARK BLVD,PB-3716,12494,PBP Pilot Copy of Config 9000,-117.146457,32.747175
Uptown,Hillcrest,3700 PARK BLVD,PB-3717,12494,PBP Pilot Copy of Config 9000,-117.146235,32.746790
Uptown,Hillcrest,3700 PARK BLVD,PB-3719,12494,PBP Pilot Copy of Config 9000,-117.146236,32.746921
Uptown,Hillcrest,3700 PARK BLVD,PB-3722,12494,PBP Pilot Copy of Config 9000,-117.146498,32.747360
Uptown,Hillcrest,3700 PARK BLVD,PB-3724,12494,PBP Pilot Copy of Config 9000,-117.146512,32.747355
Uptown,Hillcrest,3700 PARK BLVD,PB-3725,12494,PBP Pilot Copy of Config 9000,-117.146237,32.747053
Uptown,Hillcrest,3700 PARK BLVD,PB-3726,12494,PBP Pilot Copy of Config 9000,-117.146485,32.747408
Uptown,Hillcrest,3700 PARK BLVD,PB-3731,12494,PBP Pilot Copy of Config 9000,-117.146238,32.747184
Uptown,Hillcrest,3800 PARK BLVD,PB-3809,12494,PBP Pilot Copy of Config 9000,-117.146241,32.747742
Uptown,Hillcrest,3800 PARK BLVD,PB-3811,12494,PBP Pilot Copy of Config 9000,-117.146242,32.747849
Uptown,Hillcrest,3800 PARK BLVD,PB-3812,12494,PBP Pilot Copy of Config 9000,-117.146424,32.747956
Uptown,Hillcrest,3800 PARK BLVD,PB-3813,12494,PBP Pilot Copy of Config 9000,-117.146243,32.748064
Uptown,Hillcrest,3800 PARK BLVD,PB-3814,12494,PBP Pilot Copy of Config 9000,-117.146426,32.748186
Uptown,Hillcrest,3800 PARK BLVD,PB-3816,12494,PBP Pilot Copy of Config 9000,-117.146426,32.748294
Uptown,Hillcrest,3900 PARK BLVD,PB-3912,12494,PBP Pilot Copy of Config 9000,-117.146427,32.748795
Uptown,Hillcrest,3900 PARK BLVD,PB-3914,12494,PBP Pilot Copy of Config 9000,-117.146428,32.749104
Uptown,Hillcrest,3900 PARK BLVD,PB-3916,12494,PBP Pilot Copy of Config 9000,-117.146429,32.749378
Uptown,Hillcrest,4200 PARK BLVD,PB-4201,12620,PBP Pilot Copy of Config 8999,-117.146281,32.754171
Uptown,Hillcrest,4200 PARK BLVD,PB-4203,12620,PBP Pilot Copy of Config 8999,-117.146282,32.754261
Uptown,Hillcrest,4200 PARK BLVD,PB-4205,12620,PBP Pilot Copy of Config 8999,-117.146283,32.754352
Uptown,Hillcrest,4200 PARK BLVD,PB-4211,12620,PBP Pilot Copy of Config 8999,-117.146284,32.754442
Uptown,Hillcrest,4200 PARK BLVD,PB-4213,12620,PBP Pilot Copy of Config 8999,-117.146285,32.754533
Uptown,Hillcrest,4200 PARK BLVD,PB-4215,12620,PBP Pilot Copy of Config 8999,-117.146286,32.754646
Uptown,Hillcrest,4200 PARK BLVD,PB-4217,12620,PBP Pilot Copy of Config 8999,-117.146287,32.754736
Uptown,Hillcrest,4200 PARK BLVD,PB-4219,12620,PBP Pilot Copy of Config 8999,-117.146288,32.754827
Uptown,Hillcrest,4200 PARK BLVD,PB-4221,12620,PBP Pilot Copy of Config 8999,-117.146289,32.754917
Uptown,Hillcrest,4200 PARK BLVD,PB-4223,12620,PBP Pilot Copy of Config 8999,-117.146290,32.755008
Uptown,Hillcrest,4200 PARK BLVD,PB-4225,12620,PBP Pilot Copy of Config 8999,-117.146291,32.755098
Uptown,Hillcrest,400 PENNSYLVANIA ST,PN-421,12494,PBP Pilot Copy of Config 9000,-117.161162,32.745062
Uptown,Hillcrest,400 PENNSYLVANIA ST,PN-423,12494,PBP Pilot Copy of Config 9000,-117.160762,32.745064
Uptown,Hillcrest,500 PENNSYLVANIA ST,PN-508,12494,PBP Pilot Copy of Config 9000,-117.160108,32.745220
Uptown,Hillcrest,500 PENNSYLVANIA ST,PN-510,12494,PBP Pilot Copy of Config 9000,-117.159858,32.745221
Uptown,Hillcrest,100 ROBINSON AVE,R-114,12494,PBP Pilot Copy of Config 9000,-117.163788,32.747014
Uptown,Hillcrest,100 ROBINSON AVE,R-116,12494,PBP Pilot Copy of Config 9000,-117.163695,32.747014
Uptown,Hillcrest,100 ROBINSON AVE,R-118,12494,PBP Pilot Copy of Config 9000,-117.163613,32.747015
Uptown,Hillcrest,100 ROBINSON AVE,R-120,12494,PBP Pilot Copy of Config 9000,-117.163531,32.747015
Uptown,Hillcrest,100 ROBINSON AVE,R-122,12494,PBP Pilot Copy of Config 9000,-117.163439,32.747016
Uptown,Hillcrest,300 ROBINSON AVE,R-302,12494,PBP Pilot Copy of Config 9000,-117.162660,32.747022
Uptown,Hillcrest,300 ROBINSON AVE,R-303,12494,PBP Pilot Copy of Config 9000,-117.162589,32.746869
Uptown,Hillcrest,300 ROBINSON AVE,R-305,12494,PBP Pilot Copy of Config 9000,-117.162499,32.746869
Uptown,Hillcrest,300 ROBINSON AVE,R-307,12494,PBP Pilot Copy of Config 9000,-117.162432,32.746870
Uptown,Hillcrest,300 ROBINSON AVE,R-308,12494,PBP Pilot Copy of Config 9000,-117.162360,32.747024
Uptown,Hillcrest,300 ROBINSON AVE,R-309,12494,PBP Pilot Copy of Config 9000,-117.162275,32.746871
Uptown,Hillcrest,300 ROBINSON AVE,R-311,12494,PBP Pilot Copy of Config 9000,-117.162208,32.746871
Uptown,Hillcrest,300 ROBINSON AVE,R-312,12494,PBP Pilot Copy of Config 9000,-117.162109,32.747026
Uptown,Hillcrest,300 ROBINSON AVE,R-314,12494,PBP Pilot Copy of Config 9000,-117.162045,32.747026
Uptown,Hillcrest,300 ROBINSON AVE,R-315,12494,PBP Pilot Copy of Config 9000,-117.161965,32.746873
Uptown,Hillcrest,300 ROBINSON AVE,R-316,12494,PBP Pilot Copy of Config 9000,-117.161895,32.747028
Uptown,Hillcrest,300 ROBINSON AVE,R-317,12494,PBP Pilot Copy of Config 9000,-117.161821,32.746874
Uptown,Hillcrest,300 ROBINSON AVE,R-318,12494,PBP Pilot Copy of Config 9000,-117.161766,32.747029
Uptown,Hillcrest,300 ROBINSON AVE,R-320,12494,PBP Pilot Copy of Config 9000,-117.161680,32.747029
Uptown,Hillcrest,400 ROBINSON AVE,R-401,12494,PBP Pilot Copy of Config 9000,-117.161453,32.746877
Uptown,Hillcrest,400 ROBINSON AVE,R-403,12494,PBP Pilot Copy of Config 9000,-117.161303,32.746878
Uptown,Hillcrest,400 ROBINSON AVE,R-405,12494,PBP Pilot Copy of Config 9000,-117.161179,32.746879
Uptown,Hillcrest,400 ROBINSON AVE,R-411,12494,PBP Pilot Copy of Config 9000,-117.160995,32.746880
Uptown,Hillcrest,400 ROBINSON AVE,R-413,12494,PBP Pilot Copy of Config 9000,-117.160897,32.746881
Uptown,Hillcrest,400 ROBINSON AVE,R-415,12494,PBP Pilot Copy of Config 9000,-117.160778,32.746882
Uptown,Hillcrest,400 ROBINSON AVE,R-417,12494,PBP Pilot Copy of Config 9000,-117.160680,32.746883
Uptown,Hillcrest,400 ROBINSON AVE,R-419,12494,PBP Pilot Copy of Config 9000,-117.160561,32.746884
Uptown,Hillcrest,700 ROBINSON AVE,R-704,12494,PBP Pilot Copy of Config 9000,-117.158225,32.747053
Uptown,Hillcrest,700 ROBINSON AVE,R-706,12494,PBP Pilot Copy of Config 9000,-117.158072,32.747053
Uptown,Hillcrest,700 ROBINSON AVE,R-708,12494,PBP Pilot Copy of Config 9000,-117.157941,32.747053
Uptown,Hillcrest,700 ROBINSON AVE,R-710,12494,PBP Pilot Copy of Config 9000,-117.157773,32.747052
Uptown,Hillcrest,700 ROBINSON AVE,R-716,12494,PBP Pilot Copy of Config 9000,-117.157637,32.747052
Uptown,Hillcrest,700 ROBINSON AVE,R-718,12494,PBP Pilot Copy of Config 9000,-117.157479,32.747053
Uptown,Hillcrest,3800 RICHMOND ST,RI-3807,12494,PBP Pilot Copy of Config 9000,-117.151141,32.747648
Uptown,Hillcrest,3800 RICHMOND ST,RI-3809,12494,PBP Pilot Copy of Config 9000,-117.151141,32.747817
Uptown,Hillcrest,3800 RICHMOND ST,RI-3817,12494,PBP Pilot Copy of Config 9000,-117.151141,32.748054
Uptown,Hillcrest,3800 RICHMOND ST,RI-3819,12494,PBP Pilot Copy of Config 9000,-117.151141,32.748278
Uptown,Hillcrest,300 UPAS ST,UP-300,12494,PBP Pilot Copy of Config 9000,-117.162050,32.740867
Uptown,Hillcrest,300 UPAS ST,UP-310,12494,PBP Pilot Copy of Config 9000,-117.161934,32.740869
Uptown,Hillcrest,300 UPAS ST,UP-312,12494,PBP Pilot Copy of Config 9000,-117.161834,32.740870
Uptown,Hillcrest,300 UPAS ST,UP-313,12494,PBP Pilot Copy of Config 9000,-117.161731,32.740717
Uptown,Hillcrest,300 UPAS ST,UP-314,12494,PBP Pilot Copy of Config 9000,-117.161634,32.740872
Uptown,Hillcrest,300 UPAS ST,UP-315,12494,PBP Pilot Copy of Config 9000,-117.161531,32.740719
Uptown,Hillcrest,300 UPAS ST,UP-317,12494,PBP Pilot Copy of Config 9000,-117.161431,32.740720
Uptown,Hillcrest,400 UPAS ST,UP-401,12494,PBP Pilot Copy of Config 9000,-117.161191,32.740722
Uptown,Hillcrest,400 UPAS ST,UP-402,12494,PBP Pilot Copy of Config 9000,-117.161126,32.740877
Uptown,Hillcrest,400 UPAS ST,UP-403,12494,PBP Pilot Copy of Config 9000,-117.161074,32.740723
Uptown,Hillcrest,400 UPAS ST,UP-404,12494,PBP Pilot Copy of Config 9000,-117.161009,32.740877
Uptown,Hillcrest,400 UPAS ST,UP-405,12494,PBP Pilot Copy of Config 9000,-117.160958,32.740724
Uptown,Hillcrest,400 UPAS ST,UP-406,12494,PBP Pilot Copy of Config 9000,-117.160893,32.740878
Uptown,Hillcrest,400 UPAS ST,UP-407,12494,PBP Pilot Copy of Config 9000,-117.160824,32.740725
Uptown,Hillcrest,400 UPAS ST,UP-419,12494,PBP Pilot Copy of Config 9000,-117.160774,32.740725
Uptown,Hillcrest,400 UPAS ST,UP-421,12494,PBP Pilot Copy of Config 9000,-117.160708,32.740726
Uptown,Hillcrest,400 UPAS ST,UP-423,12494,PBP Pilot Copy of Config 9000,-117.160658,32.740726
Uptown,Hillcrest,400 UPAS ST,UP-425,12494,PBP Pilot Copy of Config 9000,-117.160591,32.740727
Uptown,Hillcrest,400 UPAS ST,UP-427,12494,PBP Pilot Copy of Config 9000,-117.160541,32.740727
Uptown,Hillcrest,400 UPAS ST,UP-429,12494,PBP Pilot Copy of Config 9000,-117.160474,32.740727
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1001,12494,PBP Pilot Copy of Config 9000,-117.155150,32.748359
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1003,12494,PBP Pilot Copy of Config 9000,-117.155101,32.748361
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1005,12494,PBP Pilot Copy of Config 9000,-117.155052,32.748363
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1009,12494,PBP Pilot Copy of Config 9000,-117.155003,32.748365
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1011,12494,PBP Pilot Copy of Config 9000,-117.154970,32.748366
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1013,12494,PBP Pilot Copy of Config 9000,-117.154921,32.748368
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1015,12494,PBP Pilot Copy of Config 9000,-117.154871,32.748370
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1017,12494,PBP Pilot Copy of Config 9000,-117.154822,32.748372
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1019,12494,PBP Pilot Copy of Config 9000,-117.154773,32.748374
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1021,12494,PBP Pilot Copy of Config 9000,-117.154740,32.748375
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1023,12494,PBP Pilot Copy of Config 9000,-117.154691,32.748377
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1025,12494,PBP Pilot Copy of Config 9000,-117.154642,32.748379
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1027,12494,PBP Pilot Copy of Config 9000,-117.154593,32.748381
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1029,12494,PBP Pilot Copy of Config 9000,-117.154560,32.748383
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1031,12494,PBP Pilot Copy of Config 9000,-117.154511,32.748384
Uptown,Hillcrest,1000 UNIVERSITY AVE,UV-1033,12494,PBP Pilot Copy of Config 9000,-117.154461,32.748386
Uptown,Hillcrest,100 UNIVERSITY AVE,UV-104,12494,PBP Pilot Copy of Config 9000,-117.163667,32.748321
Uptown,Hillcrest,100 UNIVERSITY AVE,UV-106,12494,PBP Pilot Copy of Config 9000,-117.163562,32.748322
Uptown,Hillcrest,100 UNIVERSITY AVE,UV-107,12494,PBP Pilot Copy of Config 9000,-117.163480,32.748170
